tweet_id,source,text,expanded_urls,rating_numerator,rating_denominator,name,dog_stage,jpg_url,img_num,p1,p1_conf,p1_dog,p2,p2_conf,p2_dog,p3,p3_conf,p3_dog,retweet_count,favorite_count
874296783580663808,Twitter for iPhone,This is Jed. He may be the fanciest pupper in the game right now. Knows it too. 13/10 would sign modeling contract https://t.co/0YplNnSMEm,https://twitter.com/dog_rates/status/874296783580663808/photo/1,13.0,10.0,Jed,pupper,https://pbs.twimg.com/media/DCIgSR0XgAANEOY.jpg,1.0,cocker_spaniel,0.437216,True,miniature_poodle,0.277191,True,toy_poodle,0.157402,True,,
874012996292530176,Twitter for iPhone,"This is Sebastian. He can't see all the colors of the rainbow, but he can see that this flag makes his human happy. 13/10 #PrideMonth puppo https://t.co/XBE0evJZ6V","https://twitter.com/dog_rates/status/874012996292530176/photo/1,https://twitter.com/dog_rates/status/874012996292530176/photo/1",13.0,10.0,Sebastian,puppo,https://pbs.twimg.com/media/DCEeLxjXsAAvNSM.jpg,2.0,Cardigan,0.806674,True,Pembroke,0.116622,True,kelpie,0.0491819,True,,
873213775632977920,Twitter for iPhone,"This is Sierra. She's one precious pupper. Absolute 12/10. Been in and out of ICU her whole life. Help Sierra below

https://t.co/Xp01EU3qyD https://t.co/V5lkvrGLdQ","https://www.gofundme.com/help-my-baby-sierra-get-better,https://twitter.com/dog_rates/status/873213775632977920/photo/1,https://twitter.com/dog_rates/status/873213775632977920/photo/1",12.0,10.0,Sierra,pupper,https://pbs.twimg.com/media/DB5HTBGXUAE0TiK.jpg,1.0,vizsla,0.6197819999999999,True,bloodhound,0.338069,True,Chesapeake_Bay_retriever,0.0126763,True,,
872967104147763200,Twitter for iPhone,Here's a very large dog. He has a date later. Politely asked this water person to check if his breath is bad. 12/10 good to go doggo https://t.co/EMYIdoblMR,"https://twitter.com/dog_rates/status/872967104147763200/photo/1,https://twitter.com/dog_rates/status/872967104147763200/photo/1",12.0,10.0,None,doggo,https://pbs.twimg.com/media/DB1m871XUAAw5vZ.jpg,2.0,Labrador_retriever,0.476913,True,Chesapeake_Bay_retriever,0.174145,True,German_short-haired_pointer,0.0928614,True,,
871762521631449091,Twitter for iPhone,This is Rover. As part of pupper protocol he had to at least attempt to eat the plant. Confirmed not tasty. Needs peanut butter. 12/10 https://t.co/AiVljI6QCg,"https://twitter.com/dog_rates/status/871762521631449091/photo/1,https://twitter.com/dog_rates/status/871762521631449091/photo/1,https://twitter.com/dog_rates/status/871762521631449091/photo/1",12.0,10.0,Rover,pupper,https://pbs.twimg.com/media/DBkfY58XcAEdzZy.jpg,2.0,Labrador_retriever,0.921393,True,golden_retriever,0.064608,True,bloodhound,0.00338337,True,,
871515927908634625,Twitter for iPhone,This is Napolean. He's a Raggedy East Nicaraguan Zoom Zoom. Runs on one leg. Built for deception. No eyes. Good with kids. 12/10 great doggo https://t.co/PR7B7w1rUw,"https://twitter.com/dog_rates/status/871515927908634625/photo/1,https://twitter.com/dog_rates/status/871515927908634625/photo/1",12.0,10.0,Napolean,doggo,https://pbs.twimg.com/media/DBg_HT9WAAEeIMM.jpg,2.0,komondor,0.974781,True,briard,0.0200413,True,swab,0.00322824,False,,
871102520638267392,Twitter for iPhone,Never doubt a doggo 14/10 https://t.co/AbBLh2FZCH,https://twitter.com/animalcog/status/871075758080503809,14.0,10.0,None,doggo,,,,,,,,,,,,,
869596645499047938,Twitter for iPhone,This is Scout. He just graduated. Officially a doggo now. Have fun with taxes and losing sight of your ambitions. 12/10 would throw cap for https://t.co/DsA2hwXAJo,"https://twitter.com/dog_rates/status/869596645499047938/photo/1,https://twitter.com/dog_rates/status/869596645499047938/photo/1",12.0,10.0,Scout,doggo,https://pbs.twimg.com/media/DBFtiYqWAAAsjj1.jpg,1.0,Chihuahua,0.955156,True,toy_terrier,0.00805373,True,muzzle,0.00629563,False,,
867421006826221569,Twitter for iPhone,This is Shikha. She just watched you drop a skittle on the ground and still eat it. Could not be less impressed. 12/10 superior puppo https://t.co/XZlZKd73go,https://twitter.com/dog_rates/status/867421006826221569/photo/1,12.0,10.0,Shikha,puppo,https://pbs.twimg.com/media/DAmyy8FXYAIH8Ty.jpg,1.0,Eskimo_dog,0.6164569999999999,True,Siberian_husky,0.38133,True,malamute,0.00167022,True,,
866450705531457537,Twitter for iPhone,"This is Jamesy. He gives a kiss to every other pupper he sees on his walk. 13/10 such passion, much tender https://t.co/wk7TfysWHr","https://twitter.com/dog_rates/status/866450705531457537/photo/1,https://twitter.com/dog_rates/status/866450705531457537/photo/1",13.0,10.0,Jamesy,pupper,https://pbs.twimg.com/media/DAZAUfBXcAAG_Nn.jpg,2.0,French_bulldog,0.905334,True,Boston_bull,0.0780597,True,pug,0.00177092,True,,
859607811541651456,Twitter for iPhone,Sorry for the lack of posts today. I came home from school and had to spend quality time with my puppo. Her name is Zoey and she's 13/10 https://t.co/BArWupFAn0,https://twitter.com/dog_rates/status/859607811541651456/photo/1,13.0,10.0,None,puppo,https://pbs.twimg.com/media/C-3wvtxXcAUTuBE.jpg,1.0,golden_retriever,0.8955290000000001,True,Irish_setter,0.0240993,True,Labrador_retriever,0.0192854,True,,
858843525470990336,Twitter for iPhone,I have stumbled puppon a doggo painting party. They're looking to be the next Pupcasso or Puppollock. All 13/10 would put it on the fridge https://t.co/cUeDMlHJbq,https://twitter.com/dog_rates/status/858843525470990336/photo/1,13.0,10.0,None,doggo,https://pbs.twimg.com/media/C-s5oYZXkAAMHHq.jpg,1.0,golden_retriever,0.57812,True,Labrador_retriever,0.286059,True,bloodhound,0.0269173,True,,
855851453814013952,Twitter for iPhone,Here's a puppo participating in the #ScienceMarch. Cleverly disguising her own doggo agenda. 13/10 would keep the planet habitable for https://t.co/cMhq16isel,https://twitter.com/dog_rates/status/855851453814013952/photo/1,13.0,10.0,None,"doggo, puppo",https://pbs.twimg.com/media/C-CYWrvWAAU8AXH.jpg,1.0,flat-coated_retriever,0.321676,True,Labrador_retriever,0.115138,True,groenendael,0.0960997,True,,
854120357044912130,Twitter for iPhone,Sometimes you guys remind me just how impactful a pupper can be. Cooper will be remembered as a good boy by so many. 14/10 rest easy friend https://t.co/oBL7LEJEzR,"https://twitter.com/dog_rates/status/854120357044912130/photo/1,https://twitter.com/dog_rates/status/854120357044912130/photo/1,https://twitter.com/dog_rates/status/854120357044912130/photo/1,https://twitter.com/dog_rates/status/854120357044912130/photo/1",14.0,10.0,None,pupper,https://pbs.twimg.com/media/C9px7jyVwAAnmwN.jpg,4.0,black-and-tan_coonhound,0.8548610000000001,True,Doberman,0.0507918,True,bluetick,0.0217617,True,,
854010172552949760,Twitter for iPhone,"At first I thought this was a shy doggo, but it's actually a Rare Canadian Floofer Owl. Amateurs would confuse the two. 11/10 only send dogs https://t.co/TXdT3tmuYk","https://twitter.com/dog_rates/status/854010172552949760/photo/1,https://twitter.com/dog_rates/status/854010172552949760/photo/1",11.0,10.0,None,"doggo, floofer",https://pbs.twimg.com/media/C9oNt91WAAAFSLS.jpg,1.0,English_springer,0.354733,True,collie,0.177538,True,Border_collie,0.131706,True,,
850019790995546112,Twitter for iPhone,Say hello to Boomer. He's a sandy pupper. Having a h*ckin blast. 12/10 would pet passionately https://t.co/ecb3LvExde,"https://twitter.com/dog_rates/status/850019790995546112/photo/1,https://twitter.com/dog_rates/status/850019790995546112/photo/1,https://twitter.com/dog_rates/status/850019790995546112/photo/1",12.0,10.0,Boomer,pupper,https://pbs.twimg.com/media/C8vgfTsXgAA561h.jpg,3.0,Shetland_sheepdog,0.759907,True,collie,0.107405,True,Pembroke,0.052335300000000015,True,,
846514051647705089,Twitter for iPhone,This is Barney. He's an elder doggo. Hitches a ride when he gets tired. Waves goodbye before he leaves. 13/10 please come back soon https://t.co/cFAasDXauK,"https://twitter.com/dog_rates/status/846514051647705089/photo/1,https://twitter.com/dog_rates/status/846514051647705089/photo/1,https://twitter.com/dog_rates/status/846514051647705089/photo/1",13.0,10.0,Barney,doggo,https://pbs.twimg.com/media/C79sB4xXwAEvwKY.jpg,2.0,golden_retriever,0.650003,True,Leonberg,0.0651992,True,Norfolk_terrier,0.0529553,True,,
845397057150107648,Twitter for iPhone,"Say hello to Mimosa. She's an emotional support doggo who helps her owner with PTSD. 13/10, but she needs your help

https://t.co/L6mLzrd7Mx https://t.co/jMutBFdw5o","https://www.gofundme.com/help-save-a-pup,https://twitter.com/dog_rates/status/845397057150107648/photo/1,https://twitter.com/dog_rates/status/845397057150107648/photo/1",13.0,10.0,Mimosa,doggo,https://pbs.twimg.com/media/C7t0IzLWkAINoft.jpg,1.0,Dandie_Dinmont,0.394404,True,Maltese_dog,0.186537,True,West_Highland_white_terrier,0.181985,True,,
845306882940190720,Twitter for iPhone,This is Pickles. She's a silly pupper. Thinks she's a dish. 12/10 would dry https://t.co/7mPCF4ZwEk,https://twitter.com/dog_rates/status/845306882940190720/photo/1,12.0,10.0,Pickles,pupper,https://pbs.twimg.com/media/C7siH5DXkAACnDT.jpg,1.0,Irish_water_spaniel,0.567475,True,Labrador_retriever,0.169496,True,curly-coated_retriever,0.101518,True,,
837820167694528512,Twitter for iPhone,"Here's a pupper before and after being asked ""who's a good girl?"" Unsure as h*ck. 12/10 hint hint it's you https://t.co/ORiK6jlgdH","https://twitter.com/dog_rates/status/837820167694528512/photo/1,https://twitter.com/dog_rates/status/837820167694528512/photo/1",12.0,10.0,None,pupper,https://pbs.twimg.com/media/C6CI_jbVAAA3-a1.jpg,1.0,golden_retriever,0.887625,True,Labrador_retriever,0.0687175,True,kuvasz,0.0303868,True,,
837110210464448512,Twitter for iPhone,This is Clark. He passed pupper training today. Round of appaws for Clark. 13/10 https://t.co/7pUjwe8X6B,https://twitter.com/dog_rates/status/837110210464448512/photo/1,13.0,10.0,Clark,pupper,https://pbs.twimg.com/media/C54DS1kXQAEU5pS.jpg,1.0,Siberian_husky,0.767696,True,Eskimo_dog,0.217079,True,malamute,0.0116568,True,,
836753516572119041,Twitter for iPhone,This is Meera. She just heard about taxes and how much a doghouse in a nice area costs. Not pupared to be a  doggo anymore. 12/10 https://t.co/GZmNEdyoJY,https://twitter.com/dog_rates/status/836753516572119041/photo/1,12.0,10.0,Meera,doggo,https://pbs.twimg.com/media/C5y-4VwWcAIcaoj.jpg,1.0,mortarboard,0.936882,False,academic_gown,0.0208154,False,schipperke,0.0115635,True,,
836380477523124226,Twitter for iPhone,"This is Ava. She just blasted off. Streamline af. Aerodynamic as h*ck. One small step for pupper, one giant leap for pupkind. 12/10 https://t.co/W4KffrdX3Q",https://twitter.com/dog_rates/status/836380477523124226/photo/1,12.0,10.0,Ava,pupper,,,,,,,,,,,,,
834574053763584002,Twitter for iPhone,Here's a doggo fully pupared for a shower. H*ckin exquisite balance. Sneaky tongue slip too. 13/10 https://t.co/UtEVnQ1ZPg,https://twitter.com/dog_rates/status/834574053763584002/photo/1,13.0,10.0,None,doggo,https://pbs.twimg.com/media/C5UAqgyXAAAbMWH.jpg,1.0,toilet_tissue,0.262936,False,golden_retriever,0.226564,True,bathtub,0.07887899999999999,False,,
834089966724603904,Twitter for iPhone,DOGGO ON THE LOOSE I REPEAT DOGGO ON THE LOOSE 10/10 https://t.co/ffIH2WxwF0,https://twitter.com/stevekopack/status/834086676934836224,10.0,10.0,None,doggo,,,,,,,,,,,,,
833124694597443584,Twitter for iPhone,This is Gidget. She's a spy pupper. Stealthy as h*ck. Must've slipped pup and got caught. 12/10 would forgive then pet https://t.co/zD97KYFaFa,"https://twitter.com/dog_rates/status/833124694597443584/photo/1,https://twitter.com/dog_rates/status/833124694597443584/photo/1,https://twitter.com/dog_rates/status/833124694597443584/photo/1",12.0,10.0,Gidget,pupper,https://pbs.twimg.com/media/C4_ad1IUoAEspsk.jpg,3.0,Cardigan,0.7105229999999999,True,kelpie,0.106102,True,shopping_cart,0.0554755,False,,
832998151111966721,Twitter for iPhone,"This is Rhino. He arrived at a shelter with an elaborate doggo manual for his new family, written by someone who will always love him. 13/10 https://t.co/QX1h0oqMz0","https://twitter.com/dog_rates/status/832998151111966721/photo/1,https://twitter.com/dog_rates/status/832998151111966721/photo/1",13.0,10.0,Rhino,doggo,https://pbs.twimg.com/media/C49nZavUYAEJjGw.jpg,1.0,boxer,0.539036,True,French_bulldog,0.317617,True,bull_mastiff,0.0939285,True,,
832273440279240704,Twitter for iPhone,Say hello to Smiley. He's a blind therapy doggo having a h*ckin blast high steppin around in the snow. 14/10 would follow anywhere https://t.co/SHAb1wHjMz,https://twitter.com/dog_rates/status/832273440279240704/video/1,14.0,10.0,Smiley,doggo,https://pbs.twimg.com/ext_tw_video_thumb/832273373149413377/pu/img/qOqxM0b48fEarmq6.jpg,1.0,Pembroke,0.134081,True,ice_bear,0.0519278,False,pug,0.0443109,True,,
832032802820481025,Twitter for iPhone,"This is Miguel. He was the only remaining doggo at the adoption center after the weekend. Let's change that. 12/10

https://t.co/P0bO8mCQwN https://t.co/SU4K34NT4M","https://www.petfinder.com/petdetail/34918210,https://twitter.com/dog_rates/status/832032802820481025/photo/1,https://twitter.com/dog_rates/status/832032802820481025/photo/1,https://twitter.com/dog_rates/status/832032802820481025/photo/1,https://twitter.com/dog_rates/status/832032802820481025/photo/1",12.0,10.0,Miguel,doggo,https://pbs.twimg.com/media/C4v5a4UWcAIRygc.jpg,1.0,whippet,0.601712,True,Ibizan_hound,0.152662,True,Italian_greyhound,0.135055,True,,
831939777352105988,Twitter for iPhone,This is Emanuel. He's a h*ckin rare doggo. Dwells in a semi-urban environment. Round features make him extra collectible. 12/10 would so pet https://t.co/k9bzgyVdUT,https://twitter.com/dog_rates/status/831939777352105988/photo/1,12.0,10.0,Emanuel,doggo,https://pbs.twimg.com/media/C4uk0EWWQAAaZm1.jpg,1.0,Pomeranian,0.153862,True,marmot,0.0912339,False,grey_fox,0.0906441,False,,
831322785565769729,Twitter for iPhone,This is Pete. He has no eyes. Needs a guide doggo. Also appears to be considerably fluffy af. 12/10 would hug softly https://t.co/Xc0gyovCtK,https://twitter.com/dog_rates/status/831322785565769729/photo/1,12.0,10.0,Pete,doggo,https://pbs.twimg.com/media/C4lzqQ4UEAApzU0.jpg,1.0,Old_English_sheepdog,0.999715,True,Tibetan_terrier,4.62967e-05,True,guinea_pig,4.118430000000001e-05,False,,
831315979191906304,Twitter Web Client,I couldn't make it to the #WKCDogShow BUT I have people there on the ground relaying me the finest pupper pics possible. 13/10 for all https://t.co/jd6lYhfdH4,"https://twitter.com/dog_rates/status/831315979191906304/photo/1,https://twitter.com/dog_rates/status/831315979191906304/photo/1,https://twitter.com/dog_rates/status/831315979191906304/photo/1,https://twitter.com/dog_rates/status/831315979191906304/photo/1",13.0,10.0,None,pupper,https://pbs.twimg.com/media/C4lst0bXAAE6MP8.jpg,4.0,briard,0.982755,True,soft-coated_wheaten_terrier,0.00908435,True,Bouvier_des_Flandres,0.0046928,True,,
829449946868879360,Twitter for iPhone,Here's a stressed doggo. Had a long day. Many things on her mind. The hat communicates these feelings exquisitely. 11/10 https://t.co/fmRS43mWQB,https://twitter.com/dog_rates/status/829449946868879360/photo/1,11.0,10.0,None,doggo,https://pbs.twimg.com/media/C4LMUf8WYAkWz4I.jpg,1.0,Labrador_retriever,0.315163,True,golden_retriever,0.15321,True,Pekinese,0.13279100000000002,True,,
829374341691346946,Twitter for iPhone,This is Astrid. She's a guide doggo in training. 13/10 would follow anywhere https://t.co/xo7FZFIAao,"https://twitter.com/dog_rates/status/829374341691346946/photo/1,https://twitter.com/dog_rates/status/829374341691346946/photo/1",13.0,10.0,Astrid,doggo,https://pbs.twimg.com/media/C4KHj-nWQAA3poV.jpg,1.0,Staffordshire_bullterrier,0.757547,True,American_Staffordshire_terrier,0.14995,True,Chesapeake_Bay_retriever,0.0475227,True,,
828381636999917570,Twitter for iPhone,Meet Doobert. He's a deaf doggo. Didn't stop him on the field tho. Absolute legend today. 14/10 would pat head approvingly https://t.co/iCk7zstRA9,https://twitter.com/dog_rates/status/828381636999917570/photo/1,14.0,10.0,Doobert,doggo,https://pbs.twimg.com/media/C38Asz1WEAAvzj3.jpg,1.0,Bedlington_terrier,0.392535,True,Labrador_retriever,0.0890217,True,clumber,0.0817998,True,,
827933404142436356,Twitter for iPhone,This is Kona. Yesterday she stopped by the department to see what it takes to be a police pupper. 12/10 vest was only a smidge too big https://t.co/j8D3PQJvpJ,"https://twitter.com/dog_rates/status/827933404142436356/photo/1,https://twitter.com/dog_rates/status/827933404142436356/photo/1,https://twitter.com/dog_rates/status/827933404142436356/photo/1",12.0,10.0,Kona,pupper,https://pbs.twimg.com/media/C31pCN4UcAAOLNH.jpg,2.0,German_shepherd,0.8061149999999999,True,Tibetan_mastiff,0.104831,True,kelpie,0.0381482,True,,
826958653328592898,Twitter for iPhone,This is Loki. He smiles like Elvis. Ain't nothin but a hound doggo. 12/10 https://t.co/QV5nx6otZR,https://twitter.com/dog_rates/status/826958653328592898/photo/1,12.0,10.0,Loki,doggo,https://pbs.twimg.com/media/C3nygbBWQAAjwcW.jpg,1.0,golden_retriever,0.6173890000000001,True,Labrador_retriever,0.33705300000000005,True,tennis_ball,0.00855442,False,,
826848821049180160,Twitter for iPhone,This is Cupid. He was found in the trash. Now he's well on his way to prosthetic front legs and a long happy doggo life. 13/10 heroic af https://t.co/WS0Gha8vRh,"https://twitter.com/dog_rates/status/826848821049180160/photo/1,https://twitter.com/dog_rates/status/826848821049180160/photo/1,https://twitter.com/dog_rates/status/826848821049180160/photo/1,https://twitter.com/dog_rates/status/826848821049180160/photo/1",13.0,10.0,Cupid,doggo,https://pbs.twimg.com/media/C3mOnZ_XUAAjr2V.jpg,4.0,Great_Pyrenees,0.858764,True,golden_retriever,0.0235257,True,Pekinese,0.017103900000000002,True,,
826476773533745153,Twitter for iPhone,This is Pilot. He has mastered the synchronized head tilt and sneaky tongue slip. Usually not unlocked until later doggo days. 12/10 https://t.co/YIV8sw8xkh,https://twitter.com/dog_rates/status/826476773533745153/photo/1,12.0,10.0,Pilot,doggo,https://pbs.twimg.com/media/C3g8M0lWIAEcFgn.jpg,1.0,German_shepherd,0.7418600000000001,True,Tibetan_mastiff,0.122812,True,kelpie,0.10046,True,,
826204788643753985,Twitter for iPhone,"Here's a little more info on Dew, your favorite roaming doggo that went h*ckin viral. 13/10 
https://t.co/1httNYrCeW https://t.co/KvaM8j3jhX","http://us.blastingnews.com/news/2017/01/kentucky-teen-helps-lost-yellow-labrador-and-gets-a-huge-surprise-001431969.html?sbdht=_pM1QUzk3wsenGU1giO7UnJ5NGGiKRW9AD5xs2MkaDpYY13JxbtKE4w2_,https://twitter.com/dog_rates/status/826204788643753985/photo/1,https://twitter.com/dog_rates/status/826204788643753985/photo/1,https://twitter.com/dog_rates/status/826204788643753985/photo/1,https://twitter.com/dog_rates/status/826204788643753985/photo/1",13.0,10.0,None,doggo,https://pbs.twimg.com/media/C3dEza1WcAAhlNU.jpg,2.0,Labrador_retriever,0.782058,True,golden_retriever,0.156581,True,soft-coated_wheaten_terrier,0.00727512,True,,
825535076884762624,Twitter for iPhone,Here's a very loving and accepting puppo. Appears to have read her Constitution well. 14/10 would pat head approvingly https://t.co/6ao80wIpV1,https://twitter.com/dog_rates/status/825535076884762624/photo/1,14.0,10.0,None,puppo,https://pbs.twimg.com/media/C3TjvitXAAAI-QH.jpg,1.0,Rottweiler,0.681495,True,Tibetan_mastiff,0.14794000000000002,True,black-and-tan_coonhound,0.0245252,True,,
825026590719483904,Twitter for iPhone,"Say hello to Pablo. He's one gorgeous puppo. A true 12/10. Click the link to see why Pablo requests your assistance

https://t.co/koHvVQp9bL https://t.co/IhW0JKf7kc","https://www.gofundme.com/my-puppys-double-cataract-surgery,https://twitter.com/dog_rates/status/825026590719483904/photo/1,https://twitter.com/dog_rates/status/825026590719483904/photo/1",12.0,10.0,Pablo,puppo,https://pbs.twimg.com/media/C3MVTeHWcAAGNfx.jpg,2.0,Eskimo_dog,0.524454,True,Siberian_husky,0.467678,True,malamute,0.00497584,True,,
824325613288833024,Twitter for iPhone,Retweet the h*ck out of this 13/10 pupper #BellLetsTalk https://t.co/wBmc7OaGvS,https://twitter.com/dog_rates/status/824325613288833024/photo/1,13.0,10.0,None,pupper,https://pbs.twimg.com/media/C3CXxaoWQAAiLuC.jpg,1.0,Pembroke,0.990793,True,Cardigan,0.00891939,True,basenji,0.000262264,True,,
822872901745569793,Twitter for iPhone,Here's a super supportive puppo participating in the Toronto  #WomensMarch today. 13/10 https://t.co/nTz3FtorBc,https://twitter.com/dog_rates/status/822872901745569793/photo/1,13.0,10.0,None,puppo,https://pbs.twimg.com/media/C2tugXLXgAArJO4.jpg,1.0,Lakeland_terrier,0.196015,True,Labrador_retriever,0.160329,True,Irish_terrier,0.0691262,True,,
822462944365645825,Twitter for iPhone,"This is Gabe. He was the unequivocal embodiment of a dream meme, but also one h*ck of a pupper. You will be missed by so many. 14/10 RIP https://t.co/M3hZGadUuO","https://twitter.com/dog_rates/status/822462944365645825/photo/1,https://twitter.com/dog_rates/status/822462944365645825/photo/1,https://twitter.com/dog_rates/status/822462944365645825/photo/1,https://twitter.com/dog_rates/status/822462944365645825/photo/1",14.0,10.0,Gabe,pupper,https://pbs.twimg.com/media/C2n5rUUXEAIXAtv.jpg,3.0,Pomeranian,0.960199,True,Samoyed,0.0230563,True,Maltese_dog,0.00894488,True,,
821765923262631936,Twitter for iPhone,This is Duchess. She uses dark doggo forces to levitate her toys. 13/10 magical af https://t.co/maDNMETA52,https://twitter.com/dog_rates/status/821765923262631936/photo/1,13.0,10.0,Duchess,doggo,https://pbs.twimg.com/media/C2d_vnHWEAE9phX.jpg,1.0,golden_retriever,0.980071,True,Labrador_retriever,0.00875751,True,Saluki,0.00180595,True,,
821407182352777218,Twitter for iPhone,This is Sundance. He's a doggo drummer. Even sings a bit on the side. 14/10 entertained af (vid by @sweetsundance) https://t.co/Xn5AQtiqzG,https://twitter.com/dog_rates/status/821407182352777218/video/1,14.0,10.0,Sundance,doggo,https://pbs.twimg.com/ext_tw_video_thumb/821407155391725568/pu/img/AJC07gFJDDBuwNTD.jpg,1.0,Irish_setter,0.5054960000000001,True,vizsla,0.168747,True,Chesapeake_Bay_retriever,0.111311,True,,
821107785811234820,Twitter for iPhone,Here's a doggo who looks like he's about to give you a list of mythical ingredients to go collect for his potion. 11/10 would obey https://t.co/8SiwKDlRcl,https://twitter.com/dog_rates/status/821107785811234820/photo/1,11.0,10.0,None,doggo,https://pbs.twimg.com/media/C2UpLA-UcAEK_Fz.jpg,1.0,Pomeranian,0.85659,True,papillon,0.0385365,True,Yorkshire_terrier,0.0331458,True,,
819952236453363712,Twitter for iPhone,"This is Oliver. He has dreams of being a service puppo so he can help his owner. 13/10 selfless af

make it happen:
https://t.co/f5WMsx0a9K https://t.co/6lJz0DKZIb","https://www.gofundme.com/servicedogoliver,https://twitter.com/dog_rates/status/819952236453363712/photo/1",13.0,10.0,Oliver,puppo,https://pbs.twimg.com/media/C2EONHNWQAUWxkP.jpg,1.0,American_Staffordshire_terrier,0.925505,True,Staffordshire_bullterrier,0.0362215,True,Italian_greyhound,0.020411900000000004,True,,
